Partida,Cód. Artículo,Descripción,Descripción depósito,Saldo stock sistema,Saldo stock fisico
16070037,IE4213/3M,"Impl SIMPLE Ø4,2 x 13",STOCK,0.0,0.0
16070038,IE4215/3M,"Impl SIMPLE Ø4,2 x 15",STOCK,0.0,0.0
16070039,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
16070040,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
16070041,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
16070042,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,0.0,0.0
16070047,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1608-00001,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",STOCK,0.0,0.0
1608-00002,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1608-00004,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1608-00006,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1608-00009,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
16080001,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",STOCK,0.0,0.0
1608-00010,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1608-00011,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1608-00012,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1608-00013,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1608-00014,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1608-00015,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1608-00015,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1608-00017,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1608-00018,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
1608-00018,IHS3508IM,"Impl HS  Ø3,5 x 8,5",VENCIDO,0.0,0.0
1608-00018,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
16080002,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
16080003,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
16080004,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1608-00040,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1608-00041,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
16080005,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
1608-00055,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1608-00057,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
1608-00058,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
1608-00059,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1608-00059,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",VENCIDO,0.0,0.0
16080006,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1608-00062,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
1608-00065,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
16080007,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1608-00079,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
16080008,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1608-00080,IHS4308IM,"Impl HS  Ø4,3 x 8,5",VENCIDO,0.0,0.0
1608-00082,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
1608-00082,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1608-00084,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1608-00085,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1608-00085,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",VENCIDO,0.0,0.0
1608-00087,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1608-00087,IA3516/2M,"Impl ANATOMIC Ø3,5 x 16 CI",STOCK,0.0,0.0
1608-00087,IA3516/2M,"Impl ANATOMIC Ø3,5 x 16 CI",VENCIDO,0.0,0.0
1608-00088,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1608-00089,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",STOCK,0.0,0.0
1608-00089,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",VENCIDO,0.0,0.0
16080009,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
1608-00090,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1608-00091,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
16080010,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1608-00106,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
1608-00106,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",VENCIDO,0.0,0.0
1608-00107,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1608-00109,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",STOCK,0.0,0.0
16080011,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
16080012,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
16080013,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
16080014,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
16080015,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
16080017,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
16080018,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
16080040,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
16080041,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
16080054,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
16080055,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
16080056,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
16080057,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
16080058,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
16080059,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
16080060,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
16080061,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",STOCK,0.0,0.0
16080062,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
16080063,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
16080065,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
16080066,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
16080067,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
16080068,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
16080079,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
16080080,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
16080081,IHS3515IM,"Impl HS  Ø3,5 x 15",STOCK,0.0,0.0
16080082,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
16080083,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
16080084,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
16080085,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
16080087,IA3516/2M,"Impl ANATOMIC Ø3,5 x 16 CI",STOCK,0.0,0.0
16080088,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
16080089,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",STOCK,0.0,0.0
16080090,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
16080091,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
16080104,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
16080105,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
16080106,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
16080107,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
16080108,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
16080109,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",STOCK,0.0,0.0
16080110,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
1609-00001,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
1609-00002,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",STOCK,0.0,0.0
1609-00005,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
1609-00005,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
1609-00008,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1609-00008,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",VENCIDO,0.0,0.0
16090001,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
1609-00010,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1609-00011,IH4310PS35IM,"Impl HS PS3,5 -  Ø4,3 x 10",STOCK,0.0,0.0
1609-00011,IH4310PS35IM,"Impl HS PS3,5 -  Ø4,3 x 10",VENCIDO,0.0,0.0
16090002,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",STOCK,0.0,0.0
1609-00021,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
1609-00022,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1609-00022,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",VENCIDO,0.0,0.0
1609-00023,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1609-00028,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
16090003,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",STOCK,0.0,0.0
1609-00031,IS5013/1M,"Impl RAPID Ø 5,1 x 13",STOCK,0.0,0.0
1609-00031,IS5013/1M,"Impl RAPID Ø 5,1 x 13",VENCIDO,0.0,0.0
1609-00032,IS5013/1M,"Impl RAPID Ø 5,1 x 13",STOCK,0.0,0.0
1609-00036,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
1609-00036,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",VENCIDO,0.0,0.0
1609-00037,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1609-00038,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1609-00038,IHS3511IM,"Impl HS  Ø3,5 x 11,5",VENCIDO,0.0,0.0
1609-00039,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
16090004,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",STOCK,0.0,0.0
16090005,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
1609-00053,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",VENCIDO,0.0,0.0
1609-00054,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1609-00054,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",VENCIDO,0.0,0.0
1609-00055,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
1609-00055,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
1609-00064,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1609-00068,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,0.0,0.0
1609-00068,IHS4315IM,"Impl HS  Ø4,3 x 15",VENCIDO,0.0,0.0
16090007,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1609-00074,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,0.0,0.0
1609-00074,IS4013/1M,Impl RAPID Ø4 x 13,VENCIDO,2.0,0.0
1609-00075,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
1609-00076,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
1609-00076,IS3310/1M,"Impl RAPID Ø3,3 x 10",VENCIDO,2.0,0.0
1609-00079,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
16090008,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
16090009,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
1609-00096,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",STOCK,0.0,0.0
1609-00096,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",VENCIDO,0.0,0.0
1609-00096,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",STOCK,0.0,0.0
16090010,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
16090011,IH4310PS35IM,"Impl HS PS3,5 -  Ø4,3 x 10",STOCK,0.0,0.0
1609-00114,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",VENCIDO,0.0,0.0
1609-00114,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
1609-00114,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",VENCIDO,0.0,0.0
16090012,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
16090020,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
16090021,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
16090022,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
16090023,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
16090024,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
16090028,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
16090030,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
16090031,IS5013/1M,"Impl RAPID Ø 5,1 x 13",STOCK,0.0,0.0
16090033,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
16090036,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
16090037,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
16090038,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
16090039,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
16090053,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
16090054,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
16090055,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
16090063,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
16090064,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
16090065,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
16090066,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
16090067,IS3308/1M,"Impl RAPID Ø3,3 x 8,5",STOCK,0.0,0.0
16090068,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,0.0,0.0
16090074,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,0.0,0.0
16090075,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
16090076,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
16090077,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",STOCK,0.0,0.0
16090078,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
16090079,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
16090089,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
16090095,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
16090096,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",STOCK,0.0,0.0
1609-0096,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",VENCIDO,0.0,0.0
16090097,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
16090097,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
16090114,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
16090115,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
161000005,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1610-00007,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1610-000113,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
1610-00014,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1610-00015,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
1610-00015,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",VENCIDO,0.0,0.0
1610-00016,IS3307/1M,"Impl RAPID Ø3,3 x 7",STOCK,0.0,0.0
1610-00019,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
1610-00024,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1610-00024,IHS3511IM,"Impl HS  Ø3,5 x 11,5",VENCIDO,0.0,0.0
1610-00025,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1610-00026,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1610-00026,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1610-00027,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
1610-00029,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1610-00031,IHS3515IM,"Impl HS  Ø3,5 x 15",STOCK,0.0,0.0
1610-00032,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1610-00037,IE4211/3M,"Impl SIMPLE Ø4,2 x 11,5",STOCK,0.0,0.0
16100005,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
16100006,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
16100007,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1610-00074,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
1610-00074,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
1610-00075,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
161000085,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
1610-00092,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1610-00092,IHS3510IM,"Impl HS  Ø3,5 x 10",VENCIDO,0.0,0.0
1610-00093,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
1610-00100,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1610-00101,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1610-00102,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1610-00107,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
1610-00111,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
1610-00113,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
1610-00114,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
16100012,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
16100013,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
16100014,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
16100015,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
16100016,IS3307/1M,"Impl RAPID Ø3,3 x 7",STOCK,0.0,0.0
16100018,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
16100019,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
16100020,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
16100021,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
16100023,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
16100024,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
16100025,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
16100026,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
16100027,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
16100028,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
16100029,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
16100030,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
16100031,IHS3515IM,"Impl HS  Ø3,5 x 15",STOCK,0.0,0.0
16100031,IHS3515IM,"Impl HS  Ø3,5 x 15",VENCIDO,0.0,0.0
16100032,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
16100034,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
16100035,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
16100036,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
16100037,IE4211/3M,"Impl SIMPLE Ø4,2 x 11,5",STOCK,0.0,0.0
16100038,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
16100045,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
16100074,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
16100075,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
16100084,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
16100085,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
16100086,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
16100089,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
16100090,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
16100092,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
16100093,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
16100094,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
16100100,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
16100101,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
16100102,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
16100103,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
16100104,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
16100107,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
16100107,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
16100109,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
16100110,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
16100111,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
16100112,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
16100112,IS3710/1M,"Impl RAPID Ø3,75 x 10",VENCIDO,0.0,0.0
16100113,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
16100114,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
1611-00005,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
1611-00006,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1611-00012,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1611-00012,IS4011/1M,"Impl RAPID Ø4 x 11,5",VENCIDO,0.0,0.0
16110002,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1611-00025,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
1611-00025,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",VENCIDO,0.0,0.0
1611-00029,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
16110003,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
