Partida,Cód. Artículo,Descripción,Descripción depósito,Saldo stock sistema,Saldo stock fisico
2010-00087,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
2010-00088,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
2011.00072,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2011-00001,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
2011-00003,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2011-00004,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",STOCK,0.0,0.0
2011-00006,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2011-00007,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2011-00008,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
2011-00009,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2011-00010,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2011-00038,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
2011-00039,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
2011-00039,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,0.0,0.0
2011-00040,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
2011-00041,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",STOCK,34.0,0.0
2011-00042,IA3708/3M,"Implante Anat Ø 3,7 x 8 I.H.",STOCK,0.0,0.0
2011-00043,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2011-00044,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
2011-00045,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2011-00046,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
2011-00047,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
2011-00048,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
2011-00049,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,1.0,0.0
2011-00050,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2011-00051,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
2011-00052,IS4008/1M,"Impl RAPID Ø4 x 8,5",STOCK,0.0,0.0
2011-00064,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,1.0,0.0
2011-00065,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2011-00066,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,1.0,0.0
2011-00067,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
2011-00068,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
2011-00069,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
2011-00072,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2011-00073,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,1.0,0.0
2011-00074,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
2012-00001,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",STOCK,2.0,0.0
2012-00002,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,19.0,0.0
2012-00002,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,1.0,0.0
2012-00003,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2012-00004,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2012-00005,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
2012-00007,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,85.0,0.0
2012-00008,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,1.0,0.0
2012-00010,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
2012-00011,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
2012-00012,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
2012-00013,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
2012-00015,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
2012-00020,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,1.0,0.0
2012-00021,IA4311PS35IM,"Imp AN PS3,5 - Ø4,3 x 11,5 CI",STOCK,0.0,0.0
2012-00022,IA4310PS35IM,"Imp AN PS3,5 - Ø4,3 x 10 CI",STOCK,0.0,0.0
2012-00023,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
2012-00024,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
2012-00027,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
2012-00028,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
2012-00029,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2012-00029,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",VENCIDO,0.0,0.0
2012-00030,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
2012-00031,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
2012-00032,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
2012-00037,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
2012-00038,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
2012-00039,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
2012-00040,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",STOCK,2.0,0.0
2012-00041,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
2012-00044,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2012-00045,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
202003,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
2101.0005,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
2101-00001,IHS5011IM,"Impl HS  Ø5 x 11,5",STOCK,0.0,0.0
2101-00002,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,1.0,0.0
2101-00003,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
2101-00004,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
2101-00005,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
2101-00006,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
2101-00013,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
2101-00014,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
2101-00014,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
2101-00015,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
2101-00016,IHS3515IM,"Impl HS  Ø3,5 x 15",STOCK,0.0,0.0
2101-00017,IA4308PS35IM,"Imp AN PS3,5 - Ø4,3 x 8 CI",STOCK,0.0,0.0
2101-00018,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
2101-00019,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
2101-00020,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2101-00020,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",VENCIDO,0.0,0.0
2101-00021,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
2101-00022,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2101-00023,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
2101-00024,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
2101-00025,IA3710/3M,"Implante Anat Ø 3,7 x 10 I.H.",STOCK,0.0,0.0
2101-00025,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
2101-00026,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
2101-00036,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2101-00037,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
2101-00038,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
2101-00039,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
2101-00040,IE4210/3M,"Impl SIMPLE Ø4,2 x 10",STOCK,0.0,0.0
2101-00041,IE4211/3M,"Impl SIMPLE Ø4,2 x 11,5",STOCK,0.0,0.0
2101-00042,IA3710/3M,"Implante Anat Ø 3,7 x 10 I.H.",STOCK,0.0,0.0
2101-00044,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,1.0,0.0
2101-00045,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
2101-00046,IS3307/1M,"Impl RAPID Ø3,3 x 7",STOCK,0.0,0.0
2101-00047,IS3307/1M,"Impl RAPID Ø3,3 x 7",STOCK,0.0,0.0
2101-00049,IS3715/1M,"Impl RAPID Ø3,75 x 15",STOCK,19.0,0.0
2101-00050,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",STOCK,0.0,0.0
2101-00050,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",VENCIDO,0.0,0.0
2101-00052,IE4208/3M,"Impl SIMPLE Ø4,2 x 8,5",STOCK,0.0,0.0
2101-00053,IA3711/3M,"Implante Anat Ø 3,7 x11.5 I.H.",STOCK,2.0,0.0
2101-00054,IA3711/3M,"Implante Anat Ø 3,7 x11.5 I.H.",STOCK,1.0,0.0
2102.00014,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2102.00019,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2102.00022,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
2102-00009,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
2102-00010,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
2102-00012,IHS4213/3M,"Impl HS-IH   Ø4,3 x 13",STOCK,0.0,0.0
2102-00014,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2102-00016,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2102-00017,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2102-00018,IHS4208/3M,"Impl HS-IH   Ø4,3 x 8,5",STOCK,0.0,0.0
2102-00019,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2102-00020,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
2102-00021,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
2102-00022,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
2102-00023,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
2102-00024,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
2102-00025,IA4310/3M,"Implante Anat Ø 4,3 x 10 I.H.",STOCK,0.0,0.0
2102-00026,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
2102-00027,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
2102-00028,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
2102-00029,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2102-00037,IHS5011/3M,Impl HS-IH   Ø5.0 x 11.5,STOCK,1.0,0.0
2102-00039,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
2102-00040,IA4310/3M,"Implante Anat Ø 4,3 x 10 I.H.",STOCK,0.0,0.0
2102-00041,IA4313/3M,"Implante Anat Ø 4,3 x 13 I.H.",STOCK,0.0,0.0
2102-00042,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
2102-00043,IA4308/3M,"Implante Anat Ø 4,3 x 8 I.H.",STOCK,1.0,0.0
2102-00044,IA3713/3M,"Implante Anat Ø 3,7 x 13 I.H.",STOCK,1.0,0.0
2102-00045,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",STOCK,0.0,0.0
2102-00046,IE3708/3M,"Impl SIMPLE Ø3,75 x 8,5",STOCK,1.0,0.0
2102-00049,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
2102-00050,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
2103-00014,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,1.0,0.0
2103-00015,IE5006/3M,"Impl SHORTY Ø 5 x 6,5",STOCK,1.0,0.0
2103-00016,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,3.0,0.0
2103-00017,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
2103-00020,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
2103-00021,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",STOCK,0.0,0.0
2103-00022,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,0.0,0.0
2103-00024,IA3710/3M,"Implante Anat Ø 3,7 x 10 I.H.",STOCK,0.0,0.0
2103-00024,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
2103-00025,IA3710/3M,"Implante Anat Ø 3,7 x 10 I.H.",STOCK,0.0,0.0
2103-00027,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
2103-00028,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
2103-00030,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
2103-00052,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
2103-00062,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
2103-00063,IE4210/3M,"Impl SIMPLE Ø4,2 x 10",STOCK,0.0,0.0
2103-00064,IA4311/3M,"Implante Anat Ø 4,3 x11,5 I.H.",STOCK,0.0,0.0
2103-00065,IA4311/3M,"Implante Anat Ø 4,3 x11,5 I.H.",STOCK,1.0,0.0
2103-00066,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,0.0,0.0
2103-00072,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
2103-00075,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
2103-00076,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
2103-00077,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
2103-00078,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2103-00079,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2103-00080,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
2103-00080,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",VENCIDO,1.0,0.0
2103-00081,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
2103-00082,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2103-00083,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2103-00088,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
2103-00089,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
2103-00090,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
2103-00091,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
2103-00096,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
2103-00098,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
2103-00099,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
2103-00100,IHS4213/3M,"Impl HS-IH   Ø4,3 x 13",STOCK,1.0,0.0
2103-00101,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
2103-00102,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
2103-00103,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
2104-00001,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
2104-00002,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
2104-00003,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
2104-00005,IZ4310/0M,"IMP CERAMIC Monopieza Ø4,3 x10",STOCK,2.0,0.0
2104-00005,IZ4310/0M,"IMP CERAMIC Monopieza Ø4,3 x10",VENCIDO,9.0,0.0
2104-00006,IZ4313/0M,"IMP CERAMIC Monopieza Ø4,3 x13",STOCK,1.0,0.0
2104-00006,IZ4313/0M,"IMP CERAMIC Monopieza Ø4,3 x13",VENCIDO,7.0,0.0
2104-00007,IA3516/2M,"Impl ANATOMIC Ø3,5 x 16 CI",STOCK,0.0,0.0
2104-00008,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
2104-00012,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
2104-00013,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
2104-00014,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
2104-00023,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
2104-00024,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
2104-00025,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
2104-00026,IHS3713/3M,"Impl HS-IH   Ø3,75 x 13",STOCK,2.0,0.0
2104-00027,IHS4213/3M,"Impl HS-IH   Ø4,3 x 13",STOCK,0.0,0.0
2104-00029,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
2104-00030,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
2104-00031,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
2104-00032,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
2104-00033,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
2104-00037,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
2104-00038,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
2104-00039,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,1.0,0.0
2104-00040,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2104-00043,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
2104-00043,IHS4208/3M,"Impl HS-IH   Ø4,3 x 8,5",STOCK,0.0,0.0
2104-00044,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
2104-00045,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
2104-00046,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
2104-00055,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2104-00056,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
2104-00057,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
2104-00058,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
2104-00059,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",STOCK,0.0,0.0
2104-00065,IA4308/3M,"Implante Anat Ø 4,3 x 8 I.H.",STOCK,2.0,0.0
2104-00067,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
2104-00071,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",STOCK,0.0,0.0
2104-00073,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
2104-00075,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
2104-00076,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2105.00018,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2105-00001,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,8.0,0.0
2105-00002,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
2105-00003,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
2105-00006,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
2105-00007,IS3308/1M,"Impl RAPID Ø3,3 x 8,5",STOCK,0.0,0.0
2105-00008,IHS5010/3M,Impl HS-IH   Ø5.0 x 10,STOCK,0.0,0.0
2105-00008,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
2105-00009,IE5010/3M,"Impl SIMPLE Ø 5,0 x 10",STOCK,0.0,0.0
2105-00010,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
2105-00011,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
2105-00013,IHS5011IM,"Impl HS  Ø5 x 11,5",STOCK,0.0,0.0
2105-00014,IHS5013IM,Impl HS  Ø5 x 13,STOCK,0.0,0.0
2105-00015,IHS5013IM,Impl HS  Ø5 x 13,STOCK,0.0,0.0
2105-00016,IHS5011IM,"Impl HS  Ø5 x 11,5",STOCK,0.0,0.0
2105-00018,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2105-00019,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
2105-00020,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
2105-00038,IE4211/3M,"Impl SIMPLE Ø4,2 x 11,5",STOCK,0.0,0.0
2105-00039,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
2105-00041,IA3708/3M,"Implante Anat Ø 3,7 x 8 I.H.",STOCK,0.0,0.0
2105-00042,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",STOCK,0.0,0.0
2105-00044,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
2105-00045,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2105-00046,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
2105-00047,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2105-00048,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
2105-00050,IHS5008/3M,"Impl HS-IH   Ø5.0 x 8,5",STOCK,1.0,0.0
2105-00051,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
2105-00051,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",VENCIDO,0.0,0.0
2105-00052,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2105-00053,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
2105-00054,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
2105-00056,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
2105-00057,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
2105-00059,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2105-00060,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
2105-00061,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
2105-00080,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
2105-00081,IE4211/3M,"Impl SIMPLE Ø4,2 x 11,5",STOCK,1.0,0.0
2105-00082,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
2105-00083,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
2105-00086,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
2106-00003,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2106-00004,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2106-00005,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2106-00006,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
2106-00008,IHS3713/3M,"Impl HS-IH   Ø3,75 x 13",STOCK,0.0,0.0
2106-00009,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
2106-00010,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,0.0,0.0
2106-00011,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
2106-00018,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
2106-00019,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
2106-00021,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",STOCK,0.0,0.0
2106-00024,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
2106-00025,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
2106-00027,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
210600028,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",STOCK,2.0,0.0
2106-00028,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",STOCK,2.0,0.0
